gender,age,salary,numberOfMonths,city,numberOfActiveDependants,numberOfJobsChanged,avgDuration,status
M,64,3000,63,Jeddeh,0,6,10.5,0
M,54,45000,341,Jeddeh,0,7,48.7142857142857,0
M,58,14815,214,Jeddeh,0,14,15.2857142857143,0
M,55,42231,359,Dhahran,0,4,89.75,0
M,56,25625,344,Jeddeh,0,13,26.4615384615385,0
M,52,6650,271,Dammam,0,6,45.1666666666667,0
M,50,25625,254,Almajma ah,0,4,63.5,0
M,51,25309,333,Yanba a,0,2,166.5,0
M,52,45000,288,Hail,0,7,41.1428571428572,0
M,45,4000,131,Jeddeh,0,3,43.6666666666667,0
M,57,8420,301,Makkah,0,8,37.625,0
M,51,7845,277,Makkah,0,8,34.625,0
M,52,22094.08,214,Tabuk,0,3,71.3333333333333,0
M,54,32172,313,Rabegh,0,4,78.25,0
M,53,7260,137,Jeddeh,0,2,68.5,0
M,56,3000,108,Riyadh,0,7,15.4285714285714,0
M,41,19462.5,260,Alahsa,0,4,65,0
M,57,3500,309,Makkah,0,8,38.625,0
M,54,35723.33,390,Jeddeh,3,9,43.3333333333333,0
M,58,3500,81,Buraydah,0,4,20.25,0
M,54,15000,270,Hail,0,2,135,0
M,49,28751.25,316,Makkah,0,4,79,0
M,60,25309,412,Yanba a Alsyenayeah,0,2,206,0
M,52,33893.75,324,Dhahran,0,4,81,0
M,49,5294,254,Dammam,0,8,31.75,0
M,55,3938,253,Jeddeh,0,10,25.3,0
F,47,34162.5,264,Dhahran,0,3,88,0
M,55,1500,148,Makkah,0,4,37,0
M,54,4500,239,Dammam,0,11,21.7272727272727,0
M,57,56250,346,Jeddeh,0,8,43.25,0
M,50,29387.5,334,Dhahran,0,5,66.8,0
M,45,13163,260,Riyadh,0,8,32.5,0
M,56,31187.5,428,Dhahran,0,2,214,0
M,58,5787.77,298,Makkah,0,4,74.5,0
M,50,18705,373,Makkah,0,8,46.625,0
M,54,4500,203,Riyadh,0,8,25.375,0
M,53,3000,27,Riyadh,0,3,9,0
M,58,36312.5,401,Jeddeh,0,3,133.666666666667,0
M,57,31673.83,346,Riyadh,0,3,115.333333333333,0
M,54,31830,346,Taif,0,9,38.4444444444444,0
M,47,17141,288,Riyadh,0,3,96,0
M,52,3000,38,Taif,0,3,12.6666666666667,0
M,47,41037.5,277,Dhahran,0,10,27.7,0
M,78,7150,292,Riyadh,0,2,146,0
M,44,3000,217,Madinah Almonwarah,0,6,36.1666666666667,0
M,59,43981,401,Dhahran,0,6,66.8333333333333,0
M,52,8866,222,Riyadh,0,4,55.5,0
M,46,7500,283,Sayhat,0,8,35.375,0
M,56,23945.83,397,Jeddeh,3,10,39.7,0
M,50,22310,319,Yanba a,0,3,106.333333333333,0
M,48,16915,311,Khobar,0,4,77.75,0
M,48,3000,255,Riyadh,0,7,36.4285714285714,0
M,51,29615,306,Khobar,0,3,102,0
M,60,9403,287,Jeddeh,0,4,71.75,0
M,52,23181,363,Dhahran,0,2,181.5,0
M,49,48293.75,277,Dhahran,0,7,39.5714285714286,0
M,57,47362.5,442,Dhahran,0,4,110.5,0
M,48,21905,333,Aljoubail,0,3,111,0
M,48,46875,339,Dhahran,0,5,67.8,0
F,56,8580,424,Buraydah,0,3,141.333333333333,0
M,48,14315,323,Aljoubail,0,5,64.6,0
M,43,21550,262,Khobar,0,5,52.4,0
M,60,12897,327,Makkah,0,4,81.75,0
M,43,3000,148,Riyadh,0,4,37,0
M,53,29793.75,360,Dhahran,0,4,90,0
M,52,17112.5,383,Dhahran,0,3,127.666666666667,0
M,53,10428,375,Madinah Almonwarah,4,5,75,0
M,52,8750,127,Riyadh,0,6,21.1666666666667,0
M,59,16493.75,488,Jeddeh,0,7,69.7142857142857,0
M,53,18335,360,Aljoubail,0,3,120,0
M,45,4200,127,Jeddeh,0,4,31.75,0
M,43,15961.17,271,Rabegh,0,7,38.7142857142857,0
M,57,8090,399,Makkah,0,2,199.5,0
M,66,4750,228,Alahsa,0,3,76,0
M,58,15700,200,Riyadh,0,7,28.5714285714286,0
M,49,5000,159,Riyadh,0,3,53,0
M,53,27062.5,382,Dammam,0,4,95.5,0
M,48,5000,82,Dammam,0,3,27.3333333333333,0
F,49,20580,266,Riyadh,0,3,88.6666666666667,0
M,53,17775,341,Dammam,0,5,68.2,0
M,50,43685,258,Riyadh,0,3,86,0
M,46,26050,263,Dhahran,0,4,65.75,0
M,63,3000,40,Hail,0,3,13.3333333333333,0
M,53,43462.5,316,Dhahran,0,2,158,0
M,58,13173.75,411,Jeddeh,0,6,68.5,0
M,59,28641.25,430,Makkah,0,5,86,0
M,43,5000,135,Makkah,0,7,19.2857142857143,0
M,51,39837.5,350,Dhahran,0,4,87.5,0
M,55,53105,323,Riyadh,0,4,80.75,0
M,55,6162,324,Riyadh,0,5,64.8,0
M,55,82030,350,Riyadh,0,2,175,0
M,55,56250,357,Dhahran,0,8,44.625,0
M,52,49500,388,Dhahran,0,13,29.8461538461538,0
M,54,17050,370,Aljoubail,0,4,92.5,0
M,58,3000,155,Dammam,0,6,25.8333333333333,0
M,49,14912.5,328,Dammam,0,4,82,0
M,55,3000,76,Madinah Almonwarah,0,4,19,0
M,53,24287.5,369,Khobar,0,5,73.8,0
M,48,25088.75,299,Aljoubail,0,5,59.8,0
F,50,6900,317,Riyadh,0,5,63.4,0
M,46,41666,207,Riyadh,0,11,18.8181818181818,0
M,47,29031.25,269,Rabegh,0,4,67.25,0
M,49,11280,342,Dammam,0,3,114,0
M,48,10000,232,Dammam,0,9,25.7777777777778,0
M,59,11640,387,Alahsa,0,2,193.5,0
M,53,31250,231,Riyadh,0,8,28.875,0
M,67,1500,157,Arar,0,3,52.3333333333333,0
M,54,20450,322,Riyadh,0,4,80.5,0
M,49,7000,302,Alahsa,0,4,75.5,0
M,45,5407,308,Alahsa,0,3,102.666666666667,0
M,53,16138,180,Riyadh,0,2,90,0
M,52,22675,387,Jeddeh,0,3,129,0
M,47,28855,301,Riyadh,0,6,50.1666666666667,0
M,49,8090,296,Dhahran,0,6,49.3333333333333,0
M,62,9516.1,303,Riyadh,0,8,37.875,0
M,46,27500,264,Dammam,0,8,33,0
M,50,5000,135,Riyadh,0,3,45,0
M,49,16368.75,338,Jeddeh,0,4,84.5,0
M,56,24962.5,357,Dammam,0,5,71.4,0
M,52,15000,105,Riyadh,0,3,35,0
M,54,45000,320,Riyadh,0,15,21.3333333333333,0
M,54,25000,166,Jeddeh,0,7,23.7142857142857,0
M,54,24482.5,386,Jeddeh,0,5,77.2,0
M,54,26314.17,86,Jeddeh,0,6,14.3333333333333,0
M,55,8126,48,Jeddeh,0,2,24,0
M,54,45000,324,Jeddeh,0,6,54,0
M,44,15530,267,Taif,0,4,66.75,0
M,52,26650,359,Dhahran,0,5,71.8,0
M,49,31962.5,324,Dhahran,0,6,54,0
M,41,4407.67,160,Alahsa,0,4,40,0
M,50,31739.16,306,Riyadh,0,5,61.2,0
M,53,15695,346,Aljoubail,0,4,86.5,0
M,53,31426,343,Aljoubail,0,3,114.333333333333,0
M,54,10648,267,Dammam,0,0,0,0
M,54,28005.83,351,Dhahran,0,5,70.2,0
M,53,18675,310,Jeddeh,0,11,28.1818181818182,0
M,58,23808.74,371,Yanba a,0,2,185.5,0
M,49,28112,294,Riyadh,0,2,147,0
M,56,45000,424,Aljoubail,0,7,60.5714285714286,0
M,55,17385,356,Jeddeh,0,6,59.3333333333333,0
M,57,3000,33,Jeddeh,0,3,11,0
F,53,9406.86,333,Jeddeh,0,9,37,0
M,72,3200,318,Dammam,3,7,45.4285714285714,0
M,60,39837.5,423,Dhahran,0,2,211.5,0
M,53,14416.25,327,Khobar,0,6,54.5,0
M,46,24859,313,Jeddeh,0,5,62.6,0
M,49,34581,350,Dhahran,0,4,87.5,0
M,53,3000,293,Riyadh,3,5,58.6,0
M,66,3000,31,Makkah,0,3,10.3333333333333,0
M,54,12625,460,Makkah,0,2,230,0
F,53,5092,50,Jeddeh,0,3,16.6666666666667,0
M,52,36312.5,367,Dhahran,0,5,73.4,0
M,47,3000,284,Khobar,0,7,40.5714285714286,0
M,71,8180,392,Dammam,2,5,78.4,0
M,50,45000,284,Riyadh,0,13,21.8461538461538,0
M,54,45000,343,Jeddeh,0,5,68.6,0
M,56,56250,363,Dhahran,0,7,51.8571428571429,0
M,54,8125,214,Makkah,0,6,35.6666666666667,0
M,48,13588.1,276,Taif,0,5,55.2,0
M,49,18956,335,Dhahran,0,2,167.5,0
M,54,36401.67,404,Dammam,0,4,101,0
M,55,55093.75,435,Dhahran,0,2,217.5,0
M,52,44837.5,274,Khobar,0,3,91.3333333333333,0
M,55,47081.33,300,Aljoubail,0,7,42.8571428571429,0
M,48,23380,306,Jeddeh,0,5,61.2,0
M,52,3630,72,Riyadh,0,4,18,0
M,49,3000,295,Riyadh,0,9,32.7777777777778,0
F,58,6875,292,Tabuk,0,3,97.3333333333333,0
M,44,13331.25,265,Tabuk,0,7,37.8571428571429,0
M,46,15004.71,263,Makkah,0,5,52.6,0
M,65,3500,87,Buraydah,0,6,14.5,0
M,54,3125,259,Jeddeh,0,4,64.75,0
M,53,49050,365,Dhahran,0,3,121.666666666667,0
M,46,24999.96,248,Riyadh,0,3,82.6666666666667,0
M,46,23119,319,Riyadh,0,5,63.8,0
M,52,7906.3,299,Makkah,0,4,74.75,0
M,60,17275,333,Tabuk,0,2,166.5,0
M,55,9135,418,Riyadh,0,3,139.333333333333,0
M,52,7246,359,Dammam,0,3,119.666666666667,0
M,51,23243,314,Riyadh,0,3,104.666666666667,0
F,57,73075,388,Riyadh,0,2,194,0
M,54,22880,361,Jeddeh,0,3,120.333333333333,0
F,52,5000,206,Dhahran,0,6,34.3333333333333,0
M,47,35168.75,287,Dhahran,0,4,71.75,0
M,62,21297,349,Dammam,3,8,43.625,0
M,52,25491.67,374,Makkah,3,8,46.75,0
M,52,25505.1,331,Dammam,0,7,47.2857142857143,0
M,41,3000,81,Makkah,0,3,27,0
M,53,16355.62,356,Dammam,0,4,89,0
M,59,28112,303,Riyadh,0,2,151.5,0
M,39,10295,204,Makkah,0,2,102,0
M,44,15996.25,282,Dammam,0,4,70.5,0
M,57,5000,310,Buraydah,0,4,77.5,0
M,45,3000,96,Alahsa,0,2,48,0
M,46,17475,313,Dhahran,0,5,62.6,0
M,52,20748.75,299,Riyadh,0,6,49.8333333333333,0
M,56,18725,420,Dhahran,0,4,105,0
M,52,16500,274,Khobar,0,5,54.8,0
M,52,21420,280,Jeddeh,0,3,93.3333333333333,0
M,52,25773.75,357,Abqeeq,0,5,71.4,0
M,60,3000,88,Riyadh,0,5,17.6,0
M,49,54464,271,Aljoubail,0,5,54.2,0
M,73,3000,380,Dammam,2,12,31.6666666666667,0
M,48,25562.5,305,Dhahran,0,5,61,0
M,51,14126,348,Dammam,0,5,69.6,0
M,53,36015,328,Riyadh,0,5,65.6,0
M,48,39837.5,210,Riyadh,0,6,35,0
M,50,41300,301,Riyadh,0,5,60.2,0
M,53,19060.96,297,Tabuk,0,5,59.4,0
M,54,25612.5,352,Jeddeh,0,5,70.4,0
M,47,10825,304,Alahsa,0,2,152,0
F,55,5050,273,Riyadh,0,2,136.5,0
M,54,33075,311,Jeddeh,0,7,44.4285714285714,0
M,56,17460,335,Alahsa,0,5,67,0
M,53,3000,76,Riyadh,0,5,15.2,0
M,47,45000,237,Jeddeh,0,10,23.7,0
M,60,41650,442,Jeddeh,0,5,88.4,0
M,47,14131.19,216,Madinah Almonwarah,0,3,72,0
M,53,23929,256,Riyadh,0,6,42.6666666666667,0
M,53,17868.75,338,Jeddeh,0,5,67.6,0
M,46,22549.31,292,Jeddeh,0,5,58.4,0
M,52,11975,358,Jeddeh,0,4,89.5,0
M,54,7598.09,193,Riyadh,0,6,32.1666666666667,0
M,52,15280,264,Aljoubail,0,3,88,0
M,64,3300,182,Jeddeh,0,5,36.4,0
M,49,51668.75,279,Riyadh,0,3,93,0
M,52,3000,168,Jeddeh,0,7,24,0
M,55,4126,176,Riyadh,0,5,35.2,0
M,44,25475,260,Aljoubail,0,4,65,0
M,55,10010,425,Dammam,0,3,141.666666666667,0
M,42,26181.25,285,Dammam,0,6,47.5,0
M,40,6750,200,Dammam,0,6,33.3333333333333,0
M,48,6250,314,Jeddeh,0,10,31.4,0
M,50,26650,350,Dhahran,0,6,58.3333333333333,0
M,59,20550,406,Madinah Almonwarah,0,3,135.333333333333,0
M,53,26906,336,Dhahran,0,3,112,0
M,49,32825,341,Dhahran,0,4,85.25,0
M,54,11925,267,Jeddeh,0,5,53.4,0
M,43,8500,255,Jeddeh,0,4,63.75,0
F,49,21200,297,Jeddeh,0,3,99,0
M,46,5028,226,Jeddeh,0,4,56.5,0
M,54,20000,259,Yanba a Alsyenayeah,3,6,43.1666666666667,0
M,44,15750,263,Jeddeh,0,2,131.5,0
M,45,5531.67,262,Arar,0,6,43.6666666666667,0
M,53,3200,84,Khamais Moshait,0,2,42,0
M,54,45000,431,Dammam,0,6,71.8333333333333,0
M,47,28125,322,Riyadh,0,3,107.333333333333,0
M,46,7150,214,Riyadh,0,9,23.7777777777778,0
M,53,11828.13,301,Buraydah,0,5,60.2,0
M,50,56250,304,Dhahran,0,13,23.3846153846154,0
M,45,56250,257,Dhahran,0,8,32.125,0
M,40,3000,123,Dammam,0,21,5.85714285714286,0
M,56,7355,172,Riyadh,0,2,86,0
M,46,15825,264,Khobar,0,3,88,0
M,72,5000,468,Jeddeh,1,9,52,0
M,46,52501,261,Dammam,0,5,52.2,0
M,54,15333.33,291,Dammam,0,4,72.75,0
M,53,47362.5,386,Jeddeh,0,10,38.6,0
M,79,3000,132,Riyadh,3,2,66,0
M,52,3000,249,Tabuk,0,9,27.6666666666667,0
M,46,13549.75,227,Hail,0,3,75.6666666666667,0
M,49,24875,320,Dhahran,0,2,160,0
M,44,35418.75,267,Dhahran,0,4,66.75,0
M,50,6000,238,Jeddeh,0,6,39.6666666666667,0
M,49,31481,336,Dhahran,0,4,84,0
M,80,12500,305,Jeddeh,2,5,61,0
M,80,12500,299,Khobar,2,4,74.75,0
M,54,28143.75,385,Yanba a,0,3,128.333333333333,0
M,51,7420,289,Jeddeh,0,2,144.5,0
M,59,28659.17,299,Jeddeh,0,7,42.7142857142857,0
M,52,22675,401,Riyadh,0,5,80.2,0
M,47,15013.75,293,Hafer Albaten,0,4,73.25,0
M,45,3300,202,Jeddeh,0,5,40.4,0
F,54,5723,296,Riyadh,0,9,32.8888888888889,0
M,59,43750,412,Jeddeh,0,9,45.7777777777778,0
M,53,43560,230,Riyadh,0,10,23,0
M,59,13854.16,452,Makkah,0,4,113,0
M,53,12915,317,Riyadh,0,6,52.8333333333333,0
M,42,9975,249,Dammam,0,4,62.25,0
M,51,17495,320,Riyadh,0,3,106.666666666667,0
M,59,3000,427,Jeddeh,0,3,142.333333333333,0
M,51,45000,294,Riyadh,0,2,147,0
M,51,17480,308,Riyadh,0,2,154,0
M,62,54450,376,Jeddeh,0,3,125.333333333333,0
M,43,8702.5,286,Makkah,0,4,71.5,0
F,54,27325,335,Dammam,0,5,67,0
M,58,11513,423,Buraydah,0,3,141,0
M,53,15843.75,431,Dammam,0,3,143.666666666667,0
M,49,26012.5,336,Dhahran,0,4,84,0
M,52,8132.81,366,Riyadh,3,5,73.2,0
F,55,3200,26,,0,1,26,0
M,54,20232,275,Riyadh,0,4,68.75,0
M,47,67410,222,Riyadh,0,8,27.75,0
M,47,21516,279,Riyadh,0,5,55.8,0
M,61,59125,298,Riyadh,2,20,14.9,0
M,53,4000,214,Jeddeh,0,2,107,0
M,47,46666.67,279,Aljoubail,0,3,93,0
M,56,3000,95,Jeddeh,0,3,31.6666666666667,0
M,42,5000,21,Jeddeh,0,3,7,0
M,58,45000,419,Jeddeh,0,9,46.5555555555556,0
M,42,16875,169,Khobar,0,8,21.125,0
M,48,56250,271,Dammam,0,4,67.75,0
M,50,14986.93,284,Makkah,0,5,56.8,0
M,45,20531.25,307,Dammam,0,4,76.75,0
M,54,45000,409,Rabegh,0,5,81.8,0
M,50,31512.5,363,Dhahran,0,2,181.5,0
M,55,1500,299,Riyadh,0,6,49.8333333333333,0
M,53,35133.56,255,Riyadh,0,14,18.2142857142857,0
M,46,26890,261,Riyadh,0,4,65.25,0
M,51,32768.75,329,Dhahran,0,7,47,0
M,54,5250,309,Jeddeh,0,8,38.625,0
M,48,45000,265,Jeddeh,0,7,37.8571428571429,0
M,52,36000,416,Hail,0,10,41.6,0
M,51,45000,352,Makkah,3,12,29.3333333333333,0
M,59,4000,99,Jeddeh,0,5,19.8,0
M,60,8166,120,Dammam,0,3,40,0
M,57,3000,109,Riyadh,0,4,27.25,0
M,81,3000,389,Dammam,2,3,129.666666666667,0
M,48,21981.25,289,Dammam,0,6,48.1666666666667,0
M,57,31962.5,445,Dhahran,0,2,222.5,0
M,63,45000,375,Riyadh,0,6,62.5,0
M,52,16250,268,Riyadh,0,8,33.5,0
M,70,3500,441,Dhahran,2,3,147,0
M,55,12208.9,386,Jeddeh,0,9,42.8888888888889,0
M,52,54450,315,Riyadh,0,6,52.5,0
M,51,4000,159,Riyadh,0,4,39.75,0
M,46,18236.17,266,Aljoubail,0,4,66.5,0
M,56,4725,175,Aljoubail,0,6,29.1666666666667,0
M,44,3000,220,Jeddeh,0,8,27.5,0
M,52,9866.67,241,Khobar,0,5,48.2,0
M,48,25738.75,306,Jeddeh,0,6,51,0
M,53,5100,245,Riyadh,0,9,27.2222222222222,0
M,56,31474.68,376,Riyadh,0,5,75.2,0
M,52,12688.75,265,Riyadh,0,6,44.1666666666667,0
M,50,6667.5,296,Dammam,0,8,37,0
M,47,23000,312,Riyadh,0,5,62.4,0
M,53,16887.5,290,Jeddeh,0,10,29,0
M,53,31812.5,351,Dammam,0,5,70.2,0
M,51,41650,356,Dhahran,0,6,59.3333333333333,0
F,47,3000,164,Riyadh,0,7,23.4285714285714,0
M,56,36718.75,428,Jeddeh,0,4,107,0
M,56,21624.17,66,Riyadh,0,6,11,0
M,57,8580,385,Jeddeh,0,2,192.5,0
M,52,25668.75,339,Dammam,0,4,84.75,0
M,46,12411,276,Jeddeh,0,3,92,0
M,48,28143.75,337,Dhahran,0,2,168.5,0
M,58,3000,72,Khobar,0,6,12,0
M,55,11408.75,397,Jeddeh,0,5,79.4,0
M,57,26650,409,Dhahran,0,3,136.333333333333,0
M,53,20895.93,228,Hail,0,3,76,0
M,49,45000,261,,0,6,43.5,0
M,64,3750,358,Jeddeh,1,8,44.75,0
M,54,22368.75,321,Dhahran,0,4,80.25,0
M,64,3000,69,Jeddeh,0,3,23,0
M,60,3000,48,Hafer Albaten,0,2,24,0
M,48,10000,255,Jeddeh,0,8,31.875,0
M,43,22684,271,Yanba a,0,5,54.2,0
M,51,26012.5,331,Theba,0,3,110.333333333333,0
M,47,19885,300,Dammam,0,2,150,0
M,52,18900,319,Riyadh,0,9,35.4444444444444,0
M,60,3200,128,Riyadh,0,8,16,0
M,53,18543.75,334,Jeddeh,0,3,111.333333333333,0
M,51,12250,298,Buraydah,0,3,99.3333333333333,0
F,44,19668.75,279,Dhahran,0,4,69.75,0
M,43,20429.5,276,Dammam,0,9,30.6666666666667,0
M,54,28187.5,339,Dhahran,0,4,84.75,0
M,53,19862.5,336,Dhahran,0,2,168,0
M,47,19894,266,Dhahran,0,6,44.3333333333333,0
M,59,48372.5,446,Jeddeh,0,2,223,0
M,53,9300,336,Riyadh,0,7,48,0
M,56,20237.5,331,Jeddeh,0,3,110.333333333333,0
M,43,26250,274,Khobar,0,3,91.3333333333333,0
M,52,20837.83,327,Alahsa,0,4,81.75,0
M,48,45000,298,Riyadh,0,4,74.5,0
M,53,13714.35,262,Dammam,0,5,52.4,0
M,55,18910,365,Khobar,0,6,60.8333333333333,0
M,51,21265.54,353,Riyadh,0,4,88.25,0
M,52,31225,330,Riyadh,0,5,66,0
M,53,10459.05,241,Alahsa,0,3,80.3333333333333,0
M,56,32499.91,403,Jeddeh,0,5,80.6,0
M,52,30745,243,Riyadh,0,12,20.25,0
M,53,9753,283,Riyadh,0,4,70.75,0
M,54,19320,351,Riyadh,0,4,87.75,0
M,67,7071.9,290,Dammam,3,3,96.6666666666667,0
M,54,26654.84,338,Rabegh,0,5,67.6,0
M,55,22511,341,Dammam,0,4,85.25,0
M,46,18268,286,Dammam,0,2,143,0
M,59,45115,413,Riyadh,0,4,103.25,0
M,71,1500,67,Jeddeh,0,3,22.3333333333333,0
M,52,25286.61,220,Riyadh,0,2,110,0
M,50,12045,352,Riyadh,0,5,70.4,0
M,63,4500,45,Tabuk,0,4,11.25,0
M,45,7110,294,Riyadh,0,2,147,0
M,60,33312.5,423,Dhahran,0,2,211.5,0
M,52,47362.5,366,Dhahran,0,6,61,0
M,48,17827.5,279,Jeddeh,0,4,69.75,0
M,52,30000,218,Khobar,0,12,18.1666666666667,0
M,54,47362.5,326,Jeddeh,0,3,108.666666666667,0
M,57,41650,437,Dhahran,0,2,218.5,0
M,53,10875,266,Jeddeh,0,7,38,0
M,55,5000,272,Dammam,0,3,90.6666666666667,0
M,54,11785,362,Dhahran,0,3,120.666666666667,0
M,43,3375,214,Riyadh,0,5,42.8,0
M,42,9700,203,Khobar,0,6,33.8333333333333,0
M,53,4000,133,Dammam,0,5,26.6,0
M,53,17012.5,401,Dhahran,0,3,133.666666666667,0
M,51,3000,109,Riyadh,0,7,15.5714285714286,0
M,44,26931.33,236,Aljoubail,0,5,47.2,0
M,53,4500,258,Dammam,0,3,86,0
M,53,45000,345,Jeddeh,0,6,57.5,0
M,48,13789.01,266,Jeddeh,0,5,53.2,0
M,47,6250,269,Jeddeh,0,12,22.4166666666667,0
M,70,8580,399,Dammam,0,2,199.5,0
F,62,3000,82,Jeddeh,0,6,13.6666666666667,0
M,66,6250,316,Abha,1,9,35.1111111111111,0
F,51,37590,298,Riyadh,0,7,42.5714285714286,0
M,53,39631,347,Dammam,0,5,69.4,0
M,53,3750,170,Riyadh,0,8,21.25,0
F,48,4600,172,Khobar,0,7,24.5714285714286,0
M,51,14164,289,Jeddeh,0,4,72.25,0
M,59,41650,414,Dhahran,0,2,207,0
M,56,3600,155,Dammam,0,7,22.1428571428571,0
M,53,41650,375,Dhahran,0,2,187.5,0
M,57,3000,91,Riyadh,0,2,45.5,0
M,49,12190,309,Jeddeh,0,7,44.1428571428571,0
M,47,8095,271,Jeddeh,0,6,45.1666666666667,0
M,59,22675,330,Khamais Moshait,0,3,110,0
F,44,4000,47,Jeddeh,0,4,11.75,0
M,60,5705,324,Alahsa,0,3,108,0
F,50,5705,324,Alahsa,0,3,108,0
M,53,6740,313,Hail,0,2,156.5,0
M,58,25862.5,425,Dhahran,0,2,212.5,0
M,50,31862.5,261,Jeddeh,0,5,52.2,0
M,65,5375,358,Dammam,0,13,27.5384615384615,0
F,55,5375,273,Alahsa,0,3,91,0
M,86,1500,137,Jeddeh,0,3,45.6666666666667,0
M,47,28537.5,303,Jeddeh,0,4,75.75,0
M,48,10400,305,Jeddeh,0,6,50.8333333333333,0
M,43,10106.25,229,Jeddeh,0,6,38.1666666666667,0
M,47,7780.67,270,Jeddeh,0,4,67.5,0
M,41,12000,232,Dammam,0,7,33.1428571428571,0
M,45,12500,289,Riyadh,0,2,144.5,0
M,63,3000,441,Jeddeh,1,3,147,0
M,57,38137.5,436,Dhahran,0,3,145.333333333333,0
M,55,8500,293,Jeddeh,0,8,36.625,0
M,53,36862.5,319,Dhahran,0,4,79.75,0
M,55,6000,380,Jeddeh,0,2,190,0
M,51,56250,315,Dhahran,0,7,45,0
M,53,16163.75,324,Yanba a,0,8,40.5,0
M,48,18711,246,Dammam,0,4,61.5,0
M,58,23010,393,Aljoubail,0,4,98.25,0
M,53,11250,287,Dammam,3,15,19.1333333333333,0
M,61,3000,50,Makkah,0,5,10,0
M,53,21890,348,Jeddeh,0,6,58,0
M,46,4063,300,Riyadh,0,14,21.4285714285714,0
M,44,5000,267,Aljoubail,0,4,66.75,0
M,43,8500,288,Aljoubail,0,6,48,0
M,56,36312.5,436,Dhahran,0,2,218,0
M,44,5151,277,Dammam,0,7,39.5714285714286,0
M,52,18537.88,318,Madinah Almonwarah,0,5,63.6,0
M,60,8651.3,494,Makkah,0,5,98.8,0
M,55,7705,267,Alahsa,0,2,133.5,0
M,54,4694,2,Jeddeh,0,2,1,0
M,49,20856,314,Dhahran,0,4,78.5,0
M,52,3125,150,Jeddeh,0,7,21.4285714285714,0
M,58,49500,347,Dhahran,0,4,86.75,0
M,52,32081,348,Dhahran,0,4,87,0
M,53,24387.5,321,Jeddeh,0,5,64.2,0
F,55,3300,238,Jeddeh,0,7,34,0
M,54,41930,356,Jeddeh,0,7,50.8571428571429,0
M,55,14775,360,Alshqeeq,0,3,120,0
M,53,20748,350,Dammam,0,3,116.666666666667,0
M,52,21037.5,337,Jeddeh,0,3,112.333333333333,0
M,61,45837.5,419,Dhahran,0,5,83.8,0
M,54,17943.75,352,Jeddeh,0,2,176,0
M,46,5305,327,Alahsa,0,3,109,0
M,53,31000,301,Riyadh,0,5,60.2,0
M,53,18584,345,Taif,0,7,49.2857142857143,0
M,47,45000,274,Rabegh,0,3,91.3333333333333,0
M,47,25625,203,Jeddeh,0,4,50.75,0
M,58,47362.5,464,Dhahran,0,11,42.1818181818182,0
M,68,3993,52,Jeddeh,0,3,17.3333333333333,0
M,49,16301,273,Tabuk,0,6,45.5,0
M,47,21742.5,283,Khobar,0,9,31.4444444444444,0
M,55,3200,91,Jeddeh,0,2,45.5,0
M,50,3400,213,Jeddeh,0,6,35.5,0
M,47,45000,268,Jeddeh,0,5,53.6,0
M,62,27500,435,Dhahran,3,10,43.5,0
M,51,19812.5,345,Dhahran,0,3,115,0
M,58,18406,456,Dhahran,0,6,76,0
M,48,5000,188,Dammam,0,4,47,0
M,79,3000,75,Tabuk,0,2,37.5,0
M,73,10748.18,123,Tabuk,0,4,30.75,0
M,52,8101.25,286,Jeddeh,0,7,40.8571428571429,0
M,54,19245,339,Jeddeh,0,9,37.6666666666667,0
M,51,31962.5,383,Riyadh,0,3,127.666666666667,0
M,53,24681.25,370,Riyadh,0,8,46.25,0
F,60,47193.75,433,Dhahran,0,2,216.5,0
M,69,15083.33,394,Jeddeh,0,4,98.5,0
M,45,7500,227,Madinah Almonwarah,0,6,37.8333333333333,0
M,49,17070,276,Riyadh,0,2,138,0
M,52,4057.22,337,Alahsa,0,3,112.333333333333,0
M,47,3625,134,Makkah,0,2,67,0
M,53,18910,328,Aljoubail,0,5,65.6,0
M,51,97233,305,Riyadh,0,2,152.5,0
M,56,3630,170,Skaka,0,6,28.3333333333333,0
M,47,4000,19,Riyadh,0,3,6.33333333333333,0
M,46,3000,106,Riyadh,0,3,35.3333333333333,0
M,52,20587.5,327,Jeddeh,0,3,109,0
M,53,5265,277,Riyadh,0,10,27.7,0
M,70,7738,430,Riyadh,0,5,86,0
M,59,4350,95,Riyadh,0,6,15.8333333333333,0
M,59,47362.5,458,Dhahran,0,4,114.5,0
M,53,41650,411,Dhahran,0,4,102.75,0
M,56,3000,163,Riyadh,0,15,10.8666666666667,0
M,55,25389,273,Jeddeh,0,4,68.25,0
M,50,45000,296,Jeddeh,0,9,32.8888888888889,0
M,69,45000,389,Jeddeh,0,9,43.2222222222222,0
M,52,17318.75,275,Dammam,0,6,45.8333333333333,0
M,60,4875,248,Jeddeh,0,3,82.6666666666667,0
M,54,20910,339,Aljoubail,0,5,67.8,0
M,54,45000,340,Jeddeh,0,7,48.5714285714286,0
M,45,11095,275,Jeddeh,0,3,91.6666666666667,0
M,50,25215,218,Riyadh,0,3,72.6666666666667,0
F,45,26250,256,Riyadh,0,9,28.4444444444444,0
M,50,37156,309,Dhahran,0,4,77.25,0
M,47,28625,300,Riyadh,0,3,100,0
